,StartDate,ExitDate,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,JobFunctionDescription,GenderCode,LocationCode,Race,Marital Status,Performance Score,Current Employee Rating,Employee ID,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Program Name,Training Type,Training Outcome
2441,01-07-2022,active,TNS,Active,Full-Time,Zone A,Temporary,Production       ,Executive,Vp,Male,64530,Black,Married,Fully Meets,5,2868,3,4,1,Leadership Development,External,Failed
2442,17-12-2022,active,PYZ,Active,Contract,Zone A,Full-Time,Production       ,Aerial,Lineman,Male,53404,Black,Widowed,Fully Meets,2,2869,2,5,4,Leadership Development,Internal,Completed
2443,26-07-2023,31-Jul-23,WBL,Active,Part-Time,Zone B,Part-Time,Production       ,Sales & Marketing,Vp,Male,32806,Black,Married,Fully Meets,4,2870,5,3,2,Project Management,Internal,Passed
2444,11-03-2022,02-Aug-22,NEL,Active,Contract,Zone A,Part-Time,Production       ,Catv,Project Manager,Male,46150,Hispanic,Divorced,Fully Meets,5,2871,2,5,2,Communication Skills,External,Incomplete
2445,29-06-2020,20-May-21,PL,Active,Contract,Zone B,Full-Time,Production       ,Wireline Construction,Operator,Male,97145,Hispanic,Married,Fully Meets,2,2872,3,5,1,Communication Skills,Internal,Passed
2446,28-03-2022,active,BPC,Active,Part-Time,Zone A,Full-Time,Production       ,Field Operations,Supervisor,Male,92640,Hispanic,Divorced,Fully Meets,4,2873,4,2,3,Project Management,Internal,Failed
2447,14-02-2022,active,CCDR,Active,Part-Time,Zone A,Full-Time,Production       ,Fielders,Engineer,Male,26011,White,Divorced,Fully Meets,1,2874,3,5,1,Project Management,Internal,Passed
2448,25-12-2020,13-Sep-21,SVG,Active,Full-Time,Zone C,Temporary,Production       ,General - Con,Administrative,Female,60773,Black,Divorced,Fully Meets,4,2875,3,5,4,Project Management,External,Incomplete
2449,27-04-2023,active,EW,Active,Part-Time,Zone A,Temporary,Production       ,Field Operations,Warehouse Technician,Female,91201,Asian,Divorced,Fully Meets,4,2876,3,3,2,Project Management,External,Failed
2450,11-11-2022,07-Dec-22,MSC,Active,Contract,Zone B,Part-Time,Production       ,Project Management - Con,Manager,Female,51590,Asian,Widowed,Fully Meets,2,2877,2,4,1,Customer Service,Internal,Failed
2451,04-05-2021,12-Oct-21,TNS,Active,Part-Time,Zone A,Part-Time,Production       ,General - Sga,Contracts,Male,26501,Black,Married,Fully Meets,2,2878,2,3,3,Project Management,Internal,Incomplete
2452,20-12-2018,active,PYZ,Active,Full-Time,Zone A,Full-Time,Production       ,Executive,Vp,Male,97759,Black,Married,Fully Meets,2,2879,1,5,2,Customer Service,External,Failed
2453,11-06-2021,03-Dec-22,WBL,Active,Contract,Zone A,Temporary,Production       ,General - Con,Safety Manager,Female,89647,Black,Single,Fully Meets,4,2880,1,1,2,Project Management,Internal,Failed
2454,07-06-2023,active,NEL,Active,Contract,Zone B,Full-Time,Production       ,Field Operations,Laborer,Male,19510,Asian,Divorced,Fully Meets,4,2881,5,4,1,Leadership Development,External,Incomplete
2455,21-05-2019,05-Jan-20,PL,Terminated,Part-Time,Zone B,Full-Time,Production       ,Shop (Fleet),Welder,Male,85827,Asian,Widowed,Fully Meets,4,2882,3,2,5,Leadership Development,Internal,Failed
2456,01-03-2019,active,CCDR,Active,Part-Time,Zone C,Full-Time,Production       ,General - Con,Operator,Male,74091,Hispanic,Married,Fully Meets,4,2883,4,3,4,Customer Service,External,Completed
2457,26-02-2022,active,SVG,Active,Part-Time,Zone A,Part-Time,Production       ,Wireline Construction,Technician,Male,76359,Other,Married,Fully Meets,2,2884,3,2,4,Technical Skills,External,Passed
2458,14-04-2022,10-Oct-22,EW,Active,Full-Time,Zone B,Part-Time,Production       ,Field Operations,Groundman,Male,61247,Asian,Single,Fully Meets,1,2885,1,5,5,Communication Skills,External,Passed
2459,06-08-2020,active,MSC,Active,Contract,Zone A,Temporary,Production       ,Field Operations,Supervisor,Male,93231,Asian,Married,Fully Meets,2,2886,5,5,1,Technical Skills,External,Incomplete
2460,28-01-2020,15-Feb-22,TNS,Terminated,Full-Time,Zone A,Temporary,Production       ,Shop (Fleet),Shop,Female,22862,Black,Married,Fully Meets,5,2887,5,1,1,Communication Skills,Internal,Completed
2461,17-04-2021,18-Mar-22,PYZ,Active,Contract,Zone A,Temporary,Production       ,Wireless,Foreman,Female,74469,White,Widowed,Fully Meets,5,2888,5,2,5,Customer Service,External,Completed
2462,29-09-2019,28-Jun-23,WBL,Active,Part-Time,Zone A,Temporary,Production       ,Fielders,Engineer,Female,53693,Hispanic,Single,Fully Meets,1,2889,2,2,1,Customer Service,Internal,Passed
2463,07-10-2022,active,TNS,Active,Full-Time,Zone A,Full-Time,Production       ,General - Sga,Director,Male,89622,Black,Single,Fully Meets,2,2890,3,5,5,Technical Skills,Internal,Completed
2464,11-08-2021,07-Nov-21,PYZ,Active,Contract,Zone A,Temporary,Production       ,Wireline Construction,Laborer,Male,7700,Black,Widowed,Fully Meets,1,2891,5,2,3,Technical Skills,External,Incomplete
2465,10-04-2021,01-Nov-22,WBL,Active,Contract,Zone A,Full-Time,Production       ,Catv,Lineman,Male,26250,Hispanic,Divorced,Fully Meets,2,2892,2,1,5,Technical Skills,External,Passed
2466,24-02-2022,active,NEL,Active,Full-Time,Zone A,Temporary,Production       ,Field Operations,Foreman,Male,73855,White,Divorced,Fully Meets,2,2893,3,1,1,Leadership Development,Internal,Completed
2467,01-07-2022,active,PL,Active,Part-Time,Zone B,Full-Time,Production       ,Field Operations,Foreman,Male,34327,White,Single,Fully Meets,4,2894,1,4,4,Customer Service,Internal,Completed
2468,04-04-2023,20-Jun-23,BPC,Terminated,Full-Time,Zone A,Temporary,Production       ,Field Operations,Top Hand,Male,9647,Asian,Married,Fully Meets,2,2895,1,2,5,Project Management,External,Incomplete
2469,25-10-2021,active,CCDR,Active,Full-Time,Zone B,Part-Time,Production       ,Field Operations,Laborer,Male,68059,Other,Divorced,Fully Meets,4,2896,5,4,1,Technical Skills,Internal,Passed
2470,04-03-2022,02-Jul-23,SVG,Active,Full-Time,Zone C,Part-Time,Production       ,Field Operations,Mechanic,Female,48860,Hispanic,Widowed,Fully Meets,4,2897,3,5,2,Leadership Development,Internal,Passed
2471,20-12-2019,active,EW,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,Coordinator,Female,53945,Other,Single,Fully Meets,4,2898,1,4,3,Leadership Development,Internal,Completed
2472,11-09-2020,31-Mar-22,MSC,Active,Part-Time,Zone B,Part-Time,Production       ,Project Management - Con,Coordinator,Male,26846,Other,Single,Fully Meets,5,2899,1,5,3,Leadership Development,Internal,Completed
2473,31-10-2021,12-Jul-23,TNS,Active,Part-Time,Zone B,Temporary,Production       ,General - Con,Locator,Male,32806,White,Widowed,Exceeds,2,2900,1,4,1,Customer Service,External,Passed
2474,21-10-2018,24-Apr-19,PYZ,Active,Part-Time,Zone A,Part-Time,Production       ,Wireline Construction,Foreman,Female,52065,White,Single,Fully Meets,4,2901,1,4,5,Leadership Development,Internal,Incomplete
2475,07-01-2021,active,WBL,Active,Part-Time,Zone B,Part-Time,Production       ,Field Operations,Laborer,Female,34499,Black,Widowed,Fully Meets,1,2902,5,4,3,Project Management,External,Incomplete
2476,09-02-2023,07-May-23,NEL,Active,Part-Time,Zone A,Full-Time,Production       ,Engineers,Engineer,Male,14416,Asian,Single,Needs Improvement,5,2903,3,3,5,Customer Service,External,Failed
2477,15-02-2020,20-Oct-20,PL,Terminated,Full-Time,Zone A,Part-Time,Production       ,Project Management - Con,Technician,Female,84227,Other,Widowed,Exceeds,4,2904,4,2,4,Technical Skills,External,Failed
2478,14-10-2022,active,PL,Active,Full-Time,Zone C,Full-Time,Production       ,Yard (Material Handling),Warehouse,Male,96294,Asian,Divorced,Fully Meets,1,2905,2,5,1,Leadership Development,External,Passed
2479,02-10-2018,active,PYZ,Active,Contract,Zone B,Part-Time,Production       ,Field Operations,Technician,Male,87232,Asian,Divorced,Needs Improvement,5,2906,2,5,4,Technical Skills,External,Incomplete
2480,22-06-2020,active,SVG,Active,Full-Time,Zone C,Part-Time,Production       ,Yard (Material Handling),Supervisor,Male,38430,White,Widowed,Needs Improvement,4,2907,1,4,5,Communication Skills,External,Completed
2481,19-03-2021,active,TNS,Active,Contract,Zone C,Temporary,Production       ,Project Management - Con,Coordinator,Male,49657,Asian,Single,Exceeds,1,2908,4,2,5,Leadership Development,External,Passed
2482,28-03-2019,active,WBL,Active,Full-Time,Zone C,Part-Time,Production       ,Field Operations,Laborer,Female,45022,Hispanic,Single,Needs Improvement,1,2909,2,4,4,Technical Skills,Internal,Passed
2483,01-05-2022,active,BPC,Active,Part-Time,Zone A,Full-Time,Production       ,Field Operations,Laborer,Female,89600,White,Divorced,Exceeds,1,2910,5,1,3,Technical Skills,Internal,Incomplete
2484,07-08-2018,active,TNS,Active,Part-Time,Zone A,Full-Time,Production       ,Finance & Accounting,Administrative,Male,3468,Asian,Divorced,Exceeds,2,2911,5,2,2,Technical Skills,Internal,Passed
2485,01-05-2022,active,PYZ,Active,Full-Time,Zone C,Temporary,Production       ,Project Management - Con,Field Project Manager,Male,72466,Black,Widowed,Needs Improvement,4,2912,3,5,3,Communication Skills,Internal,Completed
2486,03-12-2019,active,WBL,Active,Full-Time,Zone B,Part-Time,Production       ,Splicing,Splicer,Male,70198,Hispanic,Divorced,Needs Improvement,2,2913,4,1,2,Communication Skills,External,Completed
2487,02-01-2020,03-Aug-23,NEL,Active,Full-Time,Zone C,Part-Time,Production       ,Splicing,Laborer,Male,56864,Hispanic,Widowed,Exceeds,2,2914,5,3,3,Communication Skills,Internal,Failed
2488,30-04-2022,02-Aug-23,PL,Terminated,Full-Time,Zone B,Part-Time,Production       ,Field Operations,Technician,Male,14468,Asian,Widowed,Exceeds,1,2915,3,4,2,Technical Skills,Internal,Incomplete
2489,04-07-2020,07-Mar-21,BPC,Terminated,Part-Time,Zone C,Temporary,Production       ,General - Sga,Administrator,Male,92604,White,Single,Needs Improvement,2,2916,4,4,2,Technical Skills,Internal,Incomplete
2490,05-02-2020,active,CCDR,Active,Contract,Zone A,Part-Time,Production       ,Field Operations,Technician,Male,79382,Other,Widowed,Exceeds,4,2917,1,4,5,Customer Service,External,Passed
2491,22-12-2018,21-Jul-22,SVG,Active,Part-Time,Zone B,Full-Time,Production       ,Field Operations,Lineman,Female,2719,Black,Widowed,Exceeds,4,2918,4,3,1,Project Management,External,Failed
2492,21-04-2019,active,EW,Active,Full-Time,Zone A,Part-Time,Production       ,Field Operations,Administrative,Female,29718,White,Single,Needs Improvement,5,2919,5,1,2,Technical Skills,Internal,Failed
2493,03-04-2020,active,MSC,Active,Full-Time,Zone A,Part-Time,Production       ,Field Operations,Technician,Male,80589,Hispanic,Single,Exceeds,5,2920,2,4,4,Technical Skills,External,Completed
2494,22-09-2018,10-Oct-19,TNS,Active,Full-Time,Zone B,Part-Time,Production       ,Aerial,Lineman,Female,66834,Asian,Divorced,Exceeds,2,2921,5,2,3,Customer Service,External,Incomplete
2495,14-10-2022,06-Jul-23,BPC,Active,Part-Time,Zone B,Full-Time,Production       ,General - Con,Laborer,Female,69281,Other,Married,Exceeds,5,2922,4,2,5,Technical Skills,External,Incomplete
2496,12-02-2022,22-Sep-22,CCDR,Active,Part-Time,Zone A,Part-Time,Production       ,Field Operations,Technician,Female,79321,White,Married,Needs Improvement,4,2923,5,1,2,Technical Skills,Internal,Failed
2497,23-03-2021,20-Jul-23,EW,Terminated,Contract,Zone B,Part-Time,Production       ,Field Operations,Foreman,Male,84575,Asian,Married,Exceeds,5,2924,5,4,4,Technical Skills,External,Failed
2498,30-08-2018,11-Jul-21,CCDR,Active,Part-Time,Zone B,Temporary,Production       ,General - Sga,Administrator,Male,65881,Other,Divorced,Exceeds,4,2925,1,3,1,Communication Skills,External,Failed
2499,10-12-2022,02-Jul-23,SVG,Active,Part-Time,Zone B,Temporary,Production       ,Field Operations,Driver,Male,27671,Black,Widowed,Needs Improvement,5,2926,1,1,1,Technical Skills,Internal,Failed
2500,04-02-2023,25-Jul-23,EW,Active,Part-Time,Zone A,Part-Time,Production       ,General - Sga,Supervisor,Male,53549,Black,Divorced,Exceeds,1,2927,4,2,2,Technical Skills,External,Failed
2501,10-01-2021,active,MSC,Active,Full-Time,Zone B,Part-Time,Production       ,General - Con,Lineman,Female,49168,Hispanic,Divorced,Fully Meets,5,2928,5,4,1,Communication Skills,External,Incomplete
2502,19-08-2020,14-Nov-21,TNS,Terminated,Full-Time,Zone B,Temporary,Production       ,Field Operations,Laborer,Female,70404,White,Widowed,Needs Improvement,2,2929,1,3,4,Project Management,Internal,Passed
2503,21-04-2023,active,PYZ,Active,Part-Time,Zone A,Full-Time,Production       ,Wireless,Supervisor,Female,13746,Black,Widowed,Exceeds,2,2930,1,4,2,Technical Skills,External,Failed
2504,29-01-2020,09-Jan-21,MSC,Terminated,Full-Time,Zone B,Temporary,Production       ,Field Operations,Technician,Male,12946,Hispanic,Single,Exceeds,2,2931,5,4,4,Leadership Development,External,Passed
2505,19-08-2021,25-May-23,TNS,Terminated,Part-Time,Zone A,Full-Time,Production       ,Finance & Accounting,Intern,Male,6449,Hispanic,Widowed,Fully Meets,4,2932,4,4,3,Communication Skills,External,Completed
2506,18-03-2021,active,PYZ,Active,Full-Time,Zone A,Part-Time,Production       ,Wireline Construction,Laborer,Male,52150,White,Single,Needs Improvement,1,2933,3,1,4,Communication Skills,External,Incomplete
2507,24-10-2021,29-Aug-22,WBL,Active,Contract,Zone B,Temporary,Production       ,Field Operations,Laborer,Male,63659,Asian,Widowed,Fully Meets,2,2934,4,3,1,Technical Skills,Internal,Passed
2508,03-10-2020,06-May-23,NEL,Active,Contract,Zone B,Part-Time,Production       ,Wireline Construction,Groundman,Male,6131,White,Divorced,Fully Meets,5,2935,5,1,1,Communication Skills,External,Passed
2509,21-02-2023,active,PL,Active,Contract,Zone C,Part-Time,Production       ,General - Con,Lineman,Male,80724,Asian,Married,Needs Improvement,1,2936,4,3,1,Leadership Development,Internal,Completed
2510,01-08-2020,active,BPC,Active,Contract,Zone A,Temporary,Production       ,Yard (Material Handling),Supervisor,Male,53421,Black,Married,Needs Improvement,2,2937,1,4,4,Leadership Development,Internal,Completed
2511,08-01-2023,10-May-23,CCDR,Active,Full-Time,Zone C,Full-Time,Production       ,Aerial,Lineman,Male,43780,White,Married,Needs Improvement,1,2938,2,5,1,Communication Skills,Internal,Passed
2512,26-07-2022,08-Nov-22,SVG,Active,Contract,Zone B,Full-Time,Production       ,General - Eng,Administrative,Female,40426,Hispanic,Single,Needs Improvement,2,2939,4,3,3,Project Management,External,Completed
2513,31-08-2020,09-Jun-23,EW,Active,Contract,Zone A,Part-Time,Production       ,Yard (Material Handling),Supervisor,Female,2982,Black,Single,Needs Improvement,5,2940,5,1,3,Communication Skills,External,Passed
2514,05-11-2022,22-Feb-23,MSC,Active,Part-Time,Zone B,Full-Time,Production       ,Engineers,Engineer,Male,16333,Hispanic,Divorced,Needs Improvement,2,2941,5,2,5,Customer Service,Internal,Completed
2515,30-05-2019,08-Jan-20,TNS,Active,Full-Time,Zone C,Part-Time,Production       ,General - Sga,Technician,Female,21328,Black,Widowed,Needs Improvement,2,2942,3,3,4,Technical Skills,External,Incomplete
2516,09-12-2019,active,PYZ,Active,Full-Time,Zone B,Part-Time,Production       ,General - Sga,Laborer,Female,26651,Other,Single,Needs Improvement,2,2943,4,1,5,Communication Skills,External,Completed
2517,10-05-2019,active,WBL,Active,Part-Time,Zone C,Part-Time,Production       ,General - Eng,Engineer,Female,62663,Other,Widowed,Needs Improvement,1,2944,2,4,1,Communication Skills,Internal,Passed
2518,03-09-2019,18-Mar-22,NEL,Terminated,Full-Time,Zone B,Temporary,Production       ,Aerial,Foreman,Male,26477,White,Widowed,Needs Improvement,4,2945,4,2,1,Communication Skills,External,Failed
2519,13-09-2018,active,BPC,Active,Contract,Zone A,Full-Time,Production       ,Splicing,Technician,Male,8439,Black,Divorced,Needs Improvement,2,2946,4,5,3,Leadership Development,Internal,Failed
2520,10-06-2021,active,CCDR,Active,Part-Time,Zone C,Temporary,Production       ,Wireline Construction,Foreman,Male,11214,Asian,Divorced,Fully Meets,1,2947,3,4,2,Project Management,External,Incomplete
2521,08-10-2019,16-Jun-23,SVG,Active,Contract,Zone B,Temporary,Production       ,Shop (Fleet),Manager,Male,10150,Other,Single,Needs Improvement,2,2948,2,4,5,Technical Skills,Internal,Failed
2522,03-06-2021,14-Apr-23,EW,Active,Contract,Zone A,Temporary,Production       ,Splicing,Splicer,Female,92718,Hispanic,Single,Fully Meets,4,2949,2,2,2,Communication Skills,Internal,Passed
2523,14-09-2018,04-Jan-19,MSC,Terminated,Part-Time,Zone C,Temporary,Production       ,People Services,Manager,Female,75308,White,Married,Needs Improvement,4,2950,3,3,5,Technical Skills,Internal,Completed
2524,26-05-2019,active,TNS,Active,Full-Time,Zone C,Part-Time,Production       ,General - Con,Foreman,Female,16532,Black,Widowed,Fully Meets,2,2951,3,1,3,Leadership Development,External,Passed
2525,05-07-2019,active,PYZ,Active,Contract,Zone C,Full-Time,Production       ,General - Eng,Technician,Female,16292,Black,Widowed,Fully Meets,4,2952,5,3,2,Communication Skills,Internal,Completed
2526,05-11-2019,active,TNS,Active,Full-Time,Zone B,Full-Time,Production       ,Field Operations,Technician,Male,95723,Other,Widowed,Fully Meets,5,2953,2,3,4,Leadership Development,External,Incomplete
2527,22-07-2019,18-Oct-21,WBL,Active,Part-Time,Zone B,Part-Time,Production       ,Field Operations,Coordinator,Female,10422,Black,Widowed,Fully Meets,2,2954,5,2,1,Project Management,External,Passed
2528,21-09-2020,22-Mar-23,PYZ,Active,Full-Time,Zone A,Part-Time,Production       ,General - Con,Technician,Male,17669,Other,Married,Fully Meets,1,2955,5,2,3,Project Management,External,Failed
2529,11-11-2019,active,WBL,Active,Part-Time,Zone C,Full-Time,Production       ,Engineers,Project Manager,Male,51029,Hispanic,Widowed,Fully Meets,2,2956,5,4,1,Customer Service,External,Passed
2530,08-02-2021,active,NEL,Active,Part-Time,Zone B,Temporary,Production       ,Field Operations,Foreman,Male,58080,Hispanic,Single,Fully Meets,1,2957,1,3,4,Project Management,External,Failed
2531,01-06-2020,active,PL,Active,Contract,Zone C,Full-Time,Production       ,People Services,Administration,Male,8328,Black,Divorced,Fully Meets,4,2958,1,2,4,Technical Skills,External,Incomplete
2532,26-10-2022,01-Nov-22,BPC,Terminated,Part-Time,Zone A,Temporary,Production       ,Aerial,Lineman,Male,1015,Hispanic,Widowed,Fully Meets,2,2959,1,5,2,Customer Service,Internal,Incomplete
2533,12-02-2019,17-Apr-23,CCDR,Active,Full-Time,Zone C,Part-Time,Production       ,General - Con,Technician,Female,30280,White,Divorced,Fully Meets,2,2960,2,4,3,Project Management,Internal,Incomplete
2534,19-10-2022,22-Jul-23,SVG,Active,Full-Time,Zone A,Full-Time,Production       ,Field Operations,Laborer,Female,24889,Asian,Divorced,Fully Meets,2,2961,2,2,4,Leadership Development,External,Passed
2535,12-12-2019,active,EW,Active,Full-Time,Zone A,Full-Time,Production       ,Engineers,Technician,Female,2798,Hispanic,Single,Fully Meets,1,2962,1,2,3,Customer Service,Internal,Failed
2536,29-11-2021,active,MSC,Active,Full-Time,Zone B,Full-Time,Production       ,Field Operations,Driver,Male,1654,Other,Married,Fully Meets,2,2963,1,3,2,Customer Service,External,Completed
2537,15-05-2021,active,TNS,Active,Part-Time,Zone B,Full-Time,Production       ,Field Operations,Driller,Female,88998,Other,Divorced,Fully Meets,2,2964,4,1,3,Communication Skills,Internal,Incomplete
2538,27-01-2023,06-May-23,PYZ,Active,Contract,Zone B,Temporary,Production       ,Field Operations,Driller,Female,90813,Hispanic,Divorced,Fully Meets,1,2965,4,4,5,Project Management,External,Completed
2539,03-07-2020,02-Jul-23,WBL,Active,Full-Time,Zone A,Temporary,Production       ,Aerial,Laborer,Male,24429,White,Divorced,Fully Meets,4,2966,5,2,5,Project Management,Internal,Passed
2540,26-12-2022,25-Jun-23,NEL,Active,Full-Time,Zone A,Part-Time,Production       ,Field Operations,Administrator,Female,2130,Other,Married,Fully Meets,4,2967,2,3,1,Customer Service,External,Incomplete
2541,23-12-2018,active,CCDR,Active,Part-Time,Zone B,Temporary,Production       ,General - Con,Technician,Female,2027,Black,Single,Fully Meets,4,2968,1,5,4,Customer Service,Internal,Failed
2542,28-09-2020,16-Oct-21,WBL,Terminated,Contract,Zone A,Part-Time,Production       ,General - Con,Laborer,Female,1886,Hispanic,Married,Fully Meets,2,2969,4,5,5,Customer Service,Internal,Passed
2543,16-09-2020,10-Sep-21,MSC,Active,Full-Time,Zone B,Temporary,Production       ,General - Con,Clerk,Female,2451,Hispanic,Widowed,Fully Meets,5,2970,5,5,5,Leadership Development,External,Failed
2544,09-02-2020,14-Mar-21,TNS,Active,Contract,Zone C,Temporary,Production       ,Aerial,Splicer,Female,2149,White,Divorced,Fully Meets,1,2971,3,5,4,Project Management,Internal,Incomplete
2545,13-02-2023,active,TNS,Active,Full-Time,Zone B,Part-Time,Production       ,General - Con,Laborer,Female,1460,Other,Widowed,Fully Meets,1,2972,3,4,3,Leadership Development,Internal,Passed
2546,01-12-2019,active,SVG,Active,Part-Time,Zone C,Part-Time,Production       ,General - Con,Flagger,Female,2109,Other,Married,Fully Meets,5,2973,1,3,3,Technical Skills,Internal,Failed
2547,04-11-2022,active,SVG,Active,Full-Time,Zone C,Part-Time,Production       ,Field Operations,Laborer,Female,1749,Black,Single,Fully Meets,5,2974,4,5,4,Project Management,Internal,Passed
2548,14-04-2021,22-Jun-22,WBL,Active,Full-Time,Zone A,Temporary,Production       ,Billable Consultants,Engineer,Male,1721,Asian,Married,Fully Meets,4,2975,2,3,4,Leadership Development,External,Completed
2549,13-08-2021,12-Oct-21,TNS,Active,Full-Time,Zone A,Temporary,Production       ,Field Operations,Laborer,Male,2136,Hispanic,Divorced,Fully Meets,1,2976,4,3,1,Communication Skills,Internal,Passed
2550,28-08-2020,active,NEL,Active,Part-Time,Zone A,Temporary,Production       ,Yard (Material Handling),Supervisor,Male,1890,Black,Divorced,Fully Meets,2,2977,2,4,3,Project Management,Internal,Passed
2551,16-08-2022,active,CCDR,Active,Full-Time,Zone C,Part-Time,Production       ,Yard (Material Handling),Supervisor,Male,2199,Hispanic,Divorced,Fully Meets,4,2978,5,2,4,Communication Skills,Internal,Failed
2552,26-02-2022,active,PL,Active,Full-Time,Zone A,Temporary,Production       ,Field Operations,Laborer,Female,2189,Other,Widowed,Fully Meets,2,2979,4,5,4,Leadership Development,External,Failed
2553,30-12-2019,active,SVG,Active,Part-Time,Zone A,Temporary,Production       ,General - Con,Technician,Female,1876,Hispanic,Divorced,Fully Meets,2,2980,1,3,5,Customer Service,External,Passed
2554,23-07-2022,06-Mar-23,TNS,Active,Part-Time,Zone B,Full-Time,Production       ,Aerial,Foreman,Female,2044,Black,Single,Fully Meets,1,2981,5,3,2,Communication Skills,External,Completed
2555,14-10-2018,active,WBL,Active,Full-Time,Zone B,Temporary,Production       ,Field Operations,Technician,Female,2170,Other,Married,Fully Meets,2,2982,5,4,3,Project Management,External,Failed
2556,20-02-2021,active,PL,Active,Full-Time,Zone C,Temporary,Production       ,Splicing,Lineman,Male,2459,Hispanic,Widowed,Fully Meets,2,2983,4,5,4,Project Management,External,Passed
2557,28-03-2020,21-Nov-20,PYZ,Active,Contract,Zone B,Temporary,Production       ,Engineers,Engineer,Female,1821,Black,Divorced,Fully Meets,5,2984,4,1,1,Project Management,Internal,Incomplete
2558,05-02-2019,10-Jul-20,SVG,Active,Contract,Zone A,Part-Time,Production       ,General - Sga,Supervisor,Male,2149,Hispanic,Married,Fully Meets,1,2985,3,5,2,Customer Service,Internal,Failed
2559,19-04-2023,active,NEL,Active,Full-Time,Zone B,Temporary,Production       ,General - Eng,Coordinator,Female,2176,Asian,Single,Fully Meets,1,2986,4,5,3,Communication Skills,Internal,Completed
2560,24-09-2020,active,TNS,Active,Contract,Zone B,Full-Time,Production       ,Shop (Fleet),Welder,Male,2180,Other,Single,Fully Meets,4,2987,4,3,3,Leadership Development,External,Failed
2561,14-11-2020,15-Jan-23,MSC,Active,Full-Time,Zone A,Part-Time,Production       ,General - Con,Lineman,Male,85255,Hispanic,Married,Fully Meets,1,2988,4,4,4,Customer Service,Internal,Failed
2562,16-09-2021,active,TNS,Active,Contract,Zone B,Temporary,Production       ,Engineers,Project Manager,Female,75699,Hispanic,Widowed,Fully Meets,4,2989,2,3,3,Communication Skills,External,Failed
2563,21-04-2019,active,PYZ,Active,Full-Time,Zone C,Part-Time,Production       ,General - Con,Laborer,Female,64116,White,Single,Fully Meets,2,2990,2,2,3,Project Management,External,Passed
2564,13-03-2020,active,WBL,Active,Contract,Zone A,Full-Time,Production       ,General - Con,Technician,Female,5676,White,Single,Exceeds,2,2991,5,5,3,Project Management,Internal,Completed
2565,16-04-2022,20-Apr-23,NEL,Active,Full-Time,Zone A,Part-Time,Production       ,Field Operations,Laborer,Female,59966,Asian,Married,Fully Meets,4,2992,1,4,2,Leadership Development,Internal,Passed
2566,18-03-2019,23-Nov-22,PL,Active,Full-Time,Zone A,Full-Time,Production       ,General - Con,Technician,Male,81311,White,Widowed,Fully Meets,4,2993,5,5,1,Communication Skills,Internal,Incomplete
2567,18-02-2022,active,BPC,Active,Part-Time,Zone B,Temporary,Production       ,Engineers,Engineer,Male,14098,Other,Married,Fully Meets,4,2994,5,5,3,Project Management,External,Incomplete
2568,03-09-2018,29-Nov-18,CCDR,Active,Full-Time,Zone A,Full-Time,Production       ,General - Con,Technician,Male,43823,Other,Single,Needs Improvement,4,2995,1,5,2,Technical Skills,Internal,Passed
2569,15-06-2022,16-Aug-22,SVG,Active,Contract,Zone B,Temporary,Production       ,General - Con,Locator,Female,30175,Other,Widowed,Fully Meets,4,2996,3,2,2,Technical Skills,Internal,Passed
2570,14-02-2022,active,EW,Active,Contract,Zone B,Part-Time,Production       ,General - Con,Operator,Female,14649,Other,Married,Fully Meets,2,2997,1,2,5,Communication Skills,External,Completed
2571,09-07-2023,active,MSC,Active,Contract,Zone C,Part-Time,Production       ,General - Con,Groundman,Male,19677,White,Widowed,Needs Improvement,1,2998,4,3,3,Customer Service,External,Failed
2572,28-10-2018,04-Aug-19,TNS,Active,Contract,Zone B,Part-Time,Production       ,Field Operations,Project Manager,Male,3588,Asian,Divorced,Fully Meets,2,2999,2,1,4,Customer Service,Internal,Passed
2573,09-07-2022,active,PYZ,Active,Contract,Zone B,Full-Time,Production       ,Isp,Technician,Male,52789,Other,Single,Fully Meets,1,3000,2,2,5,Technical Skills,External,Incomplete
2574,27-09-2018,12-Dec-22,WBL,Active,Full-Time,Zone C,Part-Time,Production       ,General - Con,Laborer,Male,5140,Asian,Widowed,Fully Meets,5,3001,5,4,3,Communication Skills,Internal,Passed
2575,27-10-2020,active,BPC,Active,Full-Time,Zone A,Part-Time,Production       ,General - Con,Laborer,Female,55498,White,Widowed,Fully Meets,2,3002,3,3,3,Leadership Development,Internal,Passed
2576,01-10-2021,active,CCDR,Active,Full-Time,Zone A,Part-Time,Production       ,Field Operations,Groundman,Female,40722,Other,Single,Fully Meets,5,3003,4,3,5,Technical Skills,Internal,Passed
2577,29-08-2019,19-Jun-22,EW,Active,Full-Time,Zone B,Full-Time,Production       ,General - Con,Laborer,Female,77466,Asian,Divorced,Fully Meets,5,3004,4,3,4,Technical Skills,Internal,Incomplete
2578,29-12-2020,active,MSC,Active,Contract,Zone C,Part-Time,Production       ,General - Con,Technician,Female,57657,Hispanic,Widowed,Fully Meets,2,3005,4,5,1,Communication Skills,Internal,Passed
